image_name,HR,SBP,DBP,MAP,SPO2,RR,HR_W,RR_W,SPO2_W
hcgranchi_sicu_mon--326_2022_11_14_8_0_47.jpeg,"[0.784375, 0.1486111111111111, 0.0828125, 0.09166666666666666]","[0.769140625, 0.2638888888888889, 0.05078125, 0.06388888888888888]","[0.86640625, 0.2611111111111111, 0.040625, 0.06388888888888888]","[0.962890625, 0.24791666666666667, 0.02578125, 0.0375]","[0.784765625, 0.5208333333333334, 0.07890625, 0.09444444444444444]","[0.768359375, 0.6465277777777778, 0.05390625, 0.09861111111111111]","[0.348046875, 0.3888888888888889, 0.64609375, 0.09166666666666666]","[0.35390625, 0.6479166666666667, 0.640625, 0.09027777777777778]","[0.352734375, 0.54375, 0.63828125, 0.10694444444444444]"
hcgranchi_sicu_mon--326_2022_11_11_2_30_32.jpeg,"[0.78828125, 0.14375, 0.0703125, 0.09583333333333334]",,,"[0.91171875, 0.2548611111111111, 0.0609375, 0.059722222222222225]","[0.799609375, 0.4791666666666667, 0.07890625, 0.09166666666666666]","[0.779296875, 0.5861111111111111, 0.05078125, 0.09444444444444444]","[0.349609375, 0.34444444444444444, 0.66640625, 0.10833333333333334]","[0.348828125, 0.5652777777777778, 0.66015625, 0.09444444444444444]","[0.34921875, 0.4597222222222222, 0.665625, 0.10833333333333334]"
hcgranchi_sicu_mon--326_2022_11_14_2_30_45.jpeg,"[0.78515625, 0.14166666666666666, 0.065625, 0.09444444444444444]","[0.78359375, 0.24791666666666667, 0.053125, 0.05694444444444444]","[0.88125, 0.25625, 0.0421875, 0.0625]","[0.97578125, 0.24513888888888888, 0.0234375, 0.04027777777777778]","[0.793359375, 0.4847222222222222, 0.08203125, 0.09444444444444444]","[0.775390625, 0.5972222222222222, 0.05234375, 0.09166666666666666]","[0.340234375, 0.34652777777777777, 0.67265625, 0.10694444444444444]","[0.342578125, 0.5743055555555555, 0.66015625, 0.10138888888888889]","[0.340234375, 0.4722222222222222, 0.66328125, 0.08611111111111111]"
hcgranchi_sicu_mon--326_2022_11_15_16_0_25.jpeg,"[0.769140625, 0.15625, 0.07421875, 0.09027777777777778]","[0.75546875, 0.27708333333333335, 0.0484375, 0.0625]","[0.854296875, 0.27291666666666664, 0.04296875, 0.0625]","[0.94921875, 0.2569444444444444, 0.028125, 0.041666666666666664]","[0.758984375, 0.5319444444444444, 0.06953125, 0.1]",,"[0.34453125, 0.3958333333333333, 0.6609375, 0.13055555555555556]","[0.344921875, 0.6625, 0.65859375, 0.06666666666666667]","[0.342578125, 0.55625, 0.66328125, 0.10416666666666667]"
hcgranchi_sicu_mon--326_2022_11_22_7_0_44.jpeg,"[0.70703125, 0.09305555555555556, 0.06875, 0.09444444444444444]","[0.70625, 0.19791666666666666, 0.05625, 0.0625]","[0.794140625, 0.19444444444444445, 0.03828125, 0.06388888888888888]","[0.88515625, 0.18055555555555555, 0.025, 0.03611111111111111]",,"[0.708984375, 0.5326388888888889, 0.06796875, 0.08472222222222223]","[0.3046875, 0.3, 0.6078125, 0.10833333333333334]","[0.31015625, 0.5541666666666667, 0.603125, 0.06388888888888888]",
hcgranchi_sicu_mon--326_2022_11_11_6_0_41.jpeg,"[0.794140625, 0.15416666666666667, 0.06796875, 0.1]","[0.78515625, 0.25972222222222224, 0.0453125, 0.06388888888888888]","[0.884375, 0.2673611111111111, 0.040625, 0.0625]","[0.98515625, 0.26319444444444445, 0.025, 0.04583333333333333]","[0.800390625, 0.49236111111111114, 0.08046875, 0.09027777777777778]","[0.78203125, 0.6020833333333333, 0.0515625, 0.09027777777777778]","[0.3453125, 0.35, 0.6328125, 0.1388888888888889]","[0.346875, 0.5826388888888889, 0.63125, 0.09583333333333334]","[0.346875, 0.4756944444444444, 0.6328125, 0.09583333333333334]"
hcgranchi_sicu_mon--326_2022_11_13_12_6_12.jpeg,"[0.785546875, 0.14652777777777778, 0.06640625, 0.0875]","[0.773046875, 0.25416666666666665, 0.04609375, 0.06111111111111111]","[0.879296875, 0.2625, 0.04453125, 0.06111111111111111]","[0.97578125, 0.25277777777777777, 0.0234375, 0.03611111111111111]","[0.791015625, 0.5020833333333333, 0.08359375, 0.10138888888888889]","[0.773046875, 0.6201388888888889, 0.04609375, 0.09305555555555556]","[0.35859375, 0.34930555555555554, 0.6640625, 0.10694444444444444]","[0.355078125, 0.6013888888888889, 0.66796875, 0.10277777777777777]","[0.3484375, 0.48680555555555555, 0.6703125, 0.10416666666666667]"
hcgranchi_sicu_mon--326_2022_11_14_14_0_58.jpeg,"[0.7828125, 0.15, 0.0828125, 0.09166666666666666]",,,,,"[0.766015625, 0.6208333333333333, 0.06015625, 0.09166666666666666]","[0.34921875, 0.375, 0.6625, 0.1]","[0.35, 0.6229166666666667, 0.653125, 0.09861111111111111]","[0.35078125, 0.5173611111111112, 0.65625, 0.09027777777777778]"
hcgranchi_sicu_mon--326_2022_11_13_15_31_17.jpeg,"[0.795703125, 0.1638888888888889, 0.08046875, 0.08888888888888889]","[0.76796875, 0.26944444444444443, 0.04375, 0.06111111111111111]","[0.87734375, 0.27847222222222223, 0.0375, 0.059722222222222225]","[0.973046875, 0.27361111111111114, 0.02109375, 0.03333333333333333]","[0.783203125, 0.5222222222222223, 0.08046875, 0.09722222222222222]","[0.762890625, 0.6388888888888888, 0.04765625, 0.09722222222222222]","[0.331640625, 0.36527777777777776, 0.61484375, 0.13333333333333333]","[0.349609375, 0.6145833333333334, 0.51171875, 0.10138888888888889]","[0.336328125, 0.4979166666666667, 0.53828125, 0.10416666666666667]"
hcgranchi_sicu_mon--326_2022_11_12_0_0_33.jpeg,"[0.800390625, 0.17083333333333334, 0.08046875, 0.09166666666666666]","[0.782421875, 0.2861111111111111, 0.05390625, 0.06388888888888888]","[0.880078125, 0.28958333333333336, 0.04296875, 0.06805555555555555]","[0.97578125, 0.28055555555555556, 0.025, 0.03611111111111111]","[0.7921875, 0.5395833333333333, 0.0828125, 0.09583333333333334]","[0.775, 0.6645833333333333, 0.06875, 0.09861111111111111]","[0.34140625, 0.3875, 0.6328125, 0.10277777777777777]","[0.341015625, 0.65, 0.62890625, 0.08611111111111111]","[0.340234375, 0.5409722222222222, 0.62890625, 0.1125]"
hcgranchi_sicu_mon--326_2022_11_18_22_0_57.jpeg,"[0.7734375, 0.175, 0.06875, 0.10833333333333334]","[0.772265625, 0.29305555555555557, 0.05703125, 0.06666666666666667]","[0.86875, 0.29097222222222224, 0.0421875, 0.05694444444444444]","[0.971875, 0.28125, 0.028125, 0.0375]","[0.784765625, 0.5520833333333334, 0.08203125, 0.09861111111111111]","[0.770703125, 0.6770833333333334, 0.05546875, 0.10138888888888889]","[0.353125, 0.41041666666666665, 0.6828125, 0.0875]","[0.344921875, 0.6701388888888888, 0.68515625, 0.06805555555555555]","[0.353515625, 0.5715277777777777, 0.67421875, 0.07083333333333333]"
hcgranchi_sicu_mon--326_2022_11_22_7_30_47.jpeg,"[0.7109375, 0.08194444444444444, 0.0609375, 0.08611111111111111]","[0.713671875, 0.1798611111111111, 0.04921875, 0.05416666666666667]","[0.80546875, 0.18125, 0.0390625, 0.059722222222222225]","[0.89140625, 0.1701388888888889, 0.0234375, 0.0375]","[0.73046875, 0.40347222222222223, 0.0765625, 0.08194444444444444]","[0.71796875, 0.5083333333333333, 0.05625, 0.09166666666666666]","[0.33125, 0.2777777777777778, 0.621875, 0.07777777777777778]","[0.330078125, 0.5041666666666667, 0.58046875, 0.05555555555555555]","[0.327734375, 0.4083333333333333, 0.60390625, 0.08333333333333333]"
hcgranchi_sicu_mon--326_2022_11_16_7_1_2.jpeg,"[0.78984375, 0.1423611111111111, 0.0796875, 0.0875]","[0.776171875, 0.25625, 0.05703125, 0.06805555555555555]","[0.87421875, 0.2569444444444444, 0.0421875, 0.058333333333333334]","[0.971484375, 0.24722222222222223, 0.02109375, 0.03611111111111111]","[0.776953125, 0.5083333333333333, 0.06484375, 0.09444444444444444]","[0.774609375, 0.6340277777777777, 0.06796875, 0.10138888888888889]","[0.32109375, 0.37222222222222223, 0.5921875, 0.10277777777777777]","[0.310546875, 0.6298611111111111, 0.51640625, 0.0875]","[0.3171875, 0.5104166666666666, 0.5640625, 0.10694444444444444]"
hcgranchi_sicu_mon--326_2022_11_15_16_30_24.jpeg,"[0.7734375, 0.14930555555555555, 0.071875, 0.09027777777777778]","[0.759765625, 0.2652777777777778, 0.04609375, 0.058333333333333334]","[0.85859375, 0.2638888888888889, 0.0421875, 0.06111111111111111]","[0.951953125, 0.24861111111111112, 0.02265625, 0.03333333333333333]","[0.76328125, 0.5284722222222222, 0.065625, 0.09861111111111111]","[0.74765625, 0.6520833333333333, 0.04375, 0.09305555555555556]","[0.34609375, 0.3909722222222222, 0.628125, 0.10972222222222222]","[0.340625, 0.6548611111111111, 0.5890625, 0.05138888888888889]","[0.3390625, 0.5534722222222223, 0.584375, 0.0875]"
hcgranchi_sicu_mon--326_2022_11_15_2_0_33.jpeg,"[0.774609375, 0.19930555555555557, 0.07890625, 0.09583333333333334]","[0.765234375, 0.32430555555555557, 0.05390625, 0.06805555555555555]",,"[0.97109375, 0.2923611111111111, 0.0390625, 0.04583333333333333]","[0.787109375, 0.59375, 0.08828125, 0.10694444444444444]","[0.7765625, 0.7236111111111111, 0.0625, 0.10277777777777777]","[0.35, 0.4888888888888889, 0.64375, 0.15833333333333333]","[0.359375, 0.7423611111111111, 0.6265625, 0.1125]","[0.359375, 0.6354166666666666, 0.6265625, 0.10416666666666667]"
hcgranchi_sicu_mon--326_2022_11_5_15_0_30.jpeg,"[0.7859375, 0.14166666666666666, 0.075, 0.09722222222222222]","[0.776171875, 0.2548611111111111, 0.05859375, 0.06527777777777778]","[0.871484375, 0.2520833333333333, 0.03984375, 0.0625]","[0.963671875, 0.23819444444444443, 0.02109375, 0.043055555555555555]","[0.773828125, 0.5125, 0.06640625, 0.09722222222222222]","[0.774609375, 0.6340277777777777, 0.06171875, 0.09305555555555556]","[0.3515625, 0.3819444444444444, 0.678125, 0.1]","[0.35625, 0.6423611111111112, 0.6625, 0.07916666666666666]","[0.354296875, 0.5347222222222222, 0.67734375, 0.08888888888888889]"
hcgranchi_sicu_mon--326_2022_11_19_12_1_46.jpeg,"[0.77578125, 0.1875, 0.0671875, 0.1]","[0.775390625, 0.30069444444444443, 0.05859375, 0.0625]","[0.874609375, 0.3034722222222222, 0.04296875, 0.06805555555555555]","[0.969140625, 0.2902777777777778, 0.02578125, 0.03333333333333333]","[0.774609375, 0.5645833333333333, 0.06171875, 0.09861111111111111]","[0.773046875, 0.6847222222222222, 0.06171875, 0.1]","[0.336328125, 0.4236111111111111, 0.64609375, 0.058333333333333334]","[0.343359375, 0.6840277777777778, 0.65859375, 0.059722222222222225]","[0.3453125, 0.5819444444444445, 0.6640625, 0.075]"
hcgranchi_sicu_mon--326_2022_11_22_15_30_49.jpeg,"[0.720703125, 0.1111111111111111, 0.06328125, 0.08611111111111111]",,,,"[0.72421875, 0.42986111111111114, 0.0609375, 0.08194444444444444]","[0.72109375, 0.5326388888888889, 0.0515625, 0.09027777777777778]","[0.3265625, 0.30069444444444443, 0.6375, 0.09861111111111111]","[0.325390625, 0.51875, 0.62890625, 0.07361111111111111]","[0.323828125, 0.4284722222222222, 0.63046875, 0.07361111111111111]"
hcgranchi_sicu_mon--326_2022_11_10_21_0_58.jpeg,"[0.78515625, 0.16597222222222222, 0.06875, 0.09027777777777778]","[0.782421875, 0.2798611111111111, 0.06328125, 0.06805555555555555]","[0.877734375, 0.28055555555555556, 0.04296875, 0.058333333333333334]","[0.97421875, 0.27361111111111114, 0.0265625, 0.044444444444444446]","[0.7890625, 0.5270833333333333, 0.0828125, 0.09861111111111111]",,"[0.341796875, 0.37083333333333335, 0.65078125, 0.11388888888888889]","[0.33984375, 0.6222222222222222, 0.653125, 0.09444444444444444]","[0.334765625, 0.5097222222222222, 0.64765625, 0.1111111111111111]"
hcgranchi_sicu_mon--326_2022_11_11_0_30_34.jpeg,"[0.790625, 0.15625, 0.065625, 0.09861111111111111]","[0.79375, 0.2611111111111111, 0.0625, 0.06666666666666667]","[0.888671875, 0.26319444444444445, 0.04609375, 0.06805555555555555]","[0.983984375, 0.2611111111111111, 0.02578125, 0.041666666666666664]","[0.800390625, 0.49236111111111114, 0.08515625, 0.09583333333333334]","[0.769140625, 0.6055555555555555, 0.04296875, 0.08888888888888889]","[0.340625, 0.34652777777777777, 0.6640625, 0.10972222222222222]","[0.346875, 0.5784722222222223, 0.63125, 0.09861111111111111]","[0.346875, 0.4708333333333333, 0.628125, 0.11388888888888889]"
hcgranchi_sicu_mon--326_2022_11_10_20_0_44.jpeg,"[0.78203125, 0.16180555555555556, 0.065625, 0.09305555555555556]","[0.778515625, 0.26875, 0.06484375, 0.07083333333333333]","[0.87421875, 0.26944444444444443, 0.0453125, 0.06111111111111111]","[0.96953125, 0.26180555555555557, 0.0265625, 0.03194444444444444]","[0.786328125, 0.5194444444444445, 0.08046875, 0.09722222222222222]","[0.755078125, 0.6368055555555555, 0.03515625, 0.10138888888888889]","[0.35625, 0.375, 0.6703125, 0.1]","[0.353515625, 0.6243055555555556, 0.67421875, 0.08194444444444444]","[0.352734375, 0.5222222222222223, 0.67109375, 0.07777777777777778]"
hcgranchi_sicu_mon--326_2022_11_15_19_31_29.jpeg,"[0.77421875, 0.15902777777777777, 0.0796875, 0.09861111111111111]","[0.760546875, 0.27361111111111114, 0.05234375, 0.05555555555555555]","[0.85703125, 0.2743055555555556, 0.0390625, 0.059722222222222225]","[0.948046875, 0.25763888888888886, 0.02109375, 0.0375]","[0.77421875, 0.5256944444444445, 0.0796875, 0.09305555555555556]","[0.758984375, 0.6513888888888889, 0.05078125, 0.09722222222222222]","[0.350390625, 0.3909722222222222, 0.65859375, 0.0875]","[0.353515625, 0.6527777777777778, 0.66640625, 0.07222222222222222]","[0.3453125, 0.5402777777777777, 0.6578125, 0.1]"
hcgranchi_sicu_mon--326_2022_11_15_22_31_13.jpeg,"[0.78046875, 0.14166666666666666, 0.0796875, 0.08888888888888889]","[0.759375, 0.24791666666666667, 0.04375, 0.05694444444444444]","[0.861328125, 0.24861111111111112, 0.03984375, 0.05555555555555555]","[0.95390625, 0.23819444444444443, 0.0234375, 0.034722222222222224]","[0.76796875, 0.49236111111111114, 0.0671875, 0.09027777777777778]","[0.766796875, 0.6069444444444444, 0.05078125, 0.09444444444444444]","[0.34140625, 0.3659722222222222, 0.6421875, 0.09027777777777778]","[0.3578125, 0.6131944444444445, 0.578125, 0.09305555555555556]","[0.339453125, 0.5145833333333333, 0.58984375, 0.08194444444444444]"
hcgranchi_sicu_mon--326_2022_11_15_17_30_24.jpeg,"[0.767578125, 0.14791666666666667, 0.07109375, 0.09305555555555556]","[0.755078125, 0.26458333333333334, 0.04921875, 0.059722222222222225]","[0.854296875, 0.26319444444444445, 0.03828125, 0.05694444444444444]","[0.948046875, 0.2513888888888889, 0.02265625, 0.03333333333333333]","[0.7609375, 0.5215277777777778, 0.0640625, 0.09305555555555556]","[0.758203125, 0.6472222222222223, 0.05234375, 0.10277777777777777]","[0.336328125, 0.39305555555555555, 0.61015625, 0.1]","[0.329296875, 0.6479166666666667, 0.58046875, 0.08194444444444444]","[0.358203125, 0.5409722222222222, 0.58359375, 0.09861111111111111]"
hcgranchi_sicu_mon--326_2022_11_12_18_30_10.jpeg,"[0.79296875, 0.16041666666666668, 0.0671875, 0.09861111111111111]","[0.784765625, 0.27152777777777776, 0.04921875, 0.06527777777777778]","[0.885546875, 0.28125, 0.04140625, 0.07083333333333333]","[0.983203125, 0.2798611111111111, 0.02421875, 0.0375]","[0.791015625, 0.5048611111111111, 0.08359375, 0.10694444444444444]","[0.771875, 0.6236111111111111, 0.05, 0.10277777777777777]","[0.4203125, 0.3416666666666667, 0.5328125, 0.1111111111111111]","[0.333984375, 0.5798611111111112, 0.66796875, 0.09305555555555556]","[0.315234375, 0.47291666666666665, 0.62890625, 0.09583333333333334]"
hcgranchi_sicu_mon--326_2022_11_13_16_2_13.jpeg,"[0.785546875, 0.1527777777777778, 0.06484375, 0.09444444444444444]","[0.77578125, 0.26180555555555557, 0.0515625, 0.06805555555555555]","[0.8796875, 0.26458333333333334, 0.0421875, 0.05694444444444444]","[0.978515625, 0.2625, 0.02890625, 0.03333333333333333]","[0.790625, 0.5083333333333333, 0.078125, 0.09166666666666666]","[0.7734375, 0.625, 0.0578125, 0.09444444444444444]","[0.341796875, 0.35, 0.64140625, 0.10277777777777777]","[0.33828125, 0.5979166666666667, 0.6578125, 0.08472222222222223]","[0.34296875, 0.4888888888888889, 0.6375, 0.09444444444444444]"
hcgranchi_sicu_mon--326_2022_11_10_19_1_0.jpeg,"[0.779296875, 0.18472222222222223, 0.06796875, 0.1]","[0.773046875, 0.2965277777777778, 0.05859375, 0.06805555555555555]","[0.871875, 0.3013888888888889, 0.040625, 0.05555555555555555]","[0.966015625, 0.2951388888888889, 0.02578125, 0.0375]","[0.782421875, 0.5458333333333333, 0.08359375, 0.10277777777777777]",,"[0.350390625, 0.4027777777777778, 0.65546875, 0.1361111111111111]","[0.349609375, 0.6486111111111111, 0.64765625, 0.09444444444444444]","[0.348828125, 0.5388888888888889, 0.64765625, 0.10833333333333334]"
hcgranchi_sicu_mon--326_2022_11_22_23_1_45.jpeg,"[0.755078125, 0.10347222222222222, 0.06796875, 0.0875]","[0.754296875, 0.20208333333333334, 0.05078125, 0.059722222222222225]","[0.848828125, 0.20416666666666666, 0.04765625, 0.06111111111111111]","[0.95, 0.20208333333333334, 0.03125, 0.0375]","[0.75859375, 0.4111111111111111, 0.065625, 0.08611111111111111]","[0.755078125, 0.5104166666666666, 0.05234375, 0.08472222222222223]","[0.35703125, 0.275, 0.603125, 0.09722222222222222]","[0.359375, 0.4888888888888889, 0.5828125, 0.08333333333333333]","[0.353515625, 0.3909722222222222, 0.59921875, 0.09305555555555556]"
hcgranchi_sicu_mon--326_2022_11_22_12_31_11.jpeg,"[0.709375, 0.09722222222222222, 0.065625, 0.08611111111111111]",,,"[0.825390625, 0.20277777777777778, 0.05390625, 0.06388888888888888]","[0.725390625, 0.4236111111111111, 0.07890625, 0.08888888888888889]","[0.7140625, 0.5333333333333333, 0.0515625, 0.08888888888888889]","[0.31640625, 0.2763888888888889, 0.625, 0.10277777777777777]","[0.31875, 0.5013888888888889, 0.6125, 0.07777777777777778]","[0.31640625, 0.41180555555555554, 0.6109375, 0.08472222222222223]"
hcgranchi_sicu_mon--326_2022_11_19_1_30_59.jpeg,"[0.788671875, 0.18194444444444444, 0.07109375, 0.09722222222222222]","[0.7875, 0.28888888888888886, 0.0546875, 0.058333333333333334]","[0.885546875, 0.2861111111111111, 0.03828125, 0.06666666666666667]","[0.985546875, 0.2763888888888889, 0.02265625, 0.03333333333333333]","[0.801953125, 0.5291666666666667, 0.08671875, 0.10555555555555556]","[0.78671875, 0.6430555555555556, 0.0703125, 0.09166666666666666]","[0.353515625, 0.4041666666666667, 0.69765625, 0.06944444444444445]","[0.3578125, 0.6451388888888889, 0.70625, 0.04861111111111111]","[0.3546875, 0.5458333333333333, 0.703125, 0.06666666666666667]"
hcgranchi_sicu_mon--326_2022_11_13_19_30_33.jpeg,"[0.789453125, 0.17291666666666666, 0.08203125, 0.09861111111111111]","[0.762890625, 0.28541666666666665, 0.04765625, 0.059722222222222225]","[0.8703125, 0.29305555555555557, 0.0453125, 0.06111111111111111]","[0.965625, 0.28680555555555554, 0.025, 0.0375]","[0.7796875, 0.5388888888888889, 0.0796875, 0.10277777777777777]","[0.762890625, 0.6597222222222222, 0.04921875, 0.09444444444444444]","[0.32734375, 0.3770833333333333, 0.63125, 0.10416666666666667]","[0.351953125, 0.6305555555555555, 0.65546875, 0.07222222222222222]","[0.35078125, 0.5222222222222223, 0.6625, 0.12222222222222222]"
hcgranchi_sicu_mon--326_2022_11_22_0_31_0.jpeg,"[0.734375, 0.13472222222222222, 0.065625, 0.08888888888888889]","[0.735546875, 0.2388888888888889, 0.05546875, 0.06666666666666667]","[0.821875, 0.23680555555555555, 0.040625, 0.059722222222222225]","[0.9171875, 0.23194444444444445, 0.0265625, 0.044444444444444446]",,"[0.7359375, 0.5659722222222222, 0.05625, 0.09583333333333334]","[0.328125, 0.3229166666666667, 0.64375, 0.10694444444444444]","[0.325, 0.5340277777777778, 0.64375, 0.10416666666666667]",
hcgranchi_sicu_mon--326_2022_11_14_3_0_32.jpeg,"[0.787109375, 0.15138888888888888, 0.06484375, 0.09166666666666666]","[0.785546875, 0.2548611111111111, 0.06015625, 0.0625]","[0.88203125, 0.2611111111111111, 0.0390625, 0.058333333333333334]","[0.974609375, 0.25277777777777777, 0.02421875, 0.03333333333333333]","[0.79453125, 0.4909722222222222, 0.078125, 0.09027777777777778]","[0.77578125, 0.6069444444444444, 0.0546875, 0.09166666666666666]","[0.35078125, 0.3548611111111111, 0.6703125, 0.10416666666666667]","[0.39140625, 0.5951388888888889, 0.5421875, 0.08194444444444444]","[0.353515625, 0.4861111111111111, 0.62890625, 0.10277777777777777]"
hcgranchi_sicu_mon--326_2022_11_18_22_30_6.jpeg,"[0.776953125, 0.18194444444444444, 0.06484375, 0.09722222222222222]","[0.775, 0.2965277777777778, 0.0578125, 0.06527777777777778]","[0.871484375, 0.2951388888888889, 0.03984375, 0.0625]","[0.97421875, 0.2847222222222222, 0.0296875, 0.03888888888888889]","[0.787109375, 0.55, 0.08203125, 0.10277777777777777]","[0.775, 0.6756944444444445, 0.06875, 0.10138888888888889]","[0.352734375, 0.4215277777777778, 0.69765625, 0.07083333333333333]","[0.359375, 0.6708333333333333, 0.7, 0.05555555555555555]","[0.355078125, 0.5659722222222222, 0.69765625, 0.08194444444444444]"
hcgranchi_sicu_mon--326_2022_11_12_9_30_47.jpeg,"[0.784765625, 0.17083333333333334, 0.06484375, 0.09444444444444444]","[0.77890625, 0.28541666666666665, 0.0515625, 0.059722222222222225]","[0.88359375, 0.2902777777777778, 0.0390625, 0.06944444444444445]","[0.98125, 0.28125, 0.025, 0.034722222222222224]","[0.7921875, 0.5493055555555556, 0.0828125, 0.09861111111111111]","[0.7734375, 0.675, 0.071875, 0.1]","[0.344140625, 0.39652777777777776, 0.66953125, 0.10972222222222222]","[0.35, 0.6576388888888889, 0.6609375, 0.05694444444444444]","[0.348828125, 0.5569444444444445, 0.67578125, 0.09722222222222222]"
hcgranchi_sicu_mon--326_2022_11_11_21_30_31.jpeg,"[0.8, 0.1638888888888889, 0.0671875, 0.09166666666666666]","[0.794921875, 0.275, 0.05546875, 0.06111111111111111]","[0.89453125, 0.2798611111111111, 0.040625, 0.0625]","[0.987890625, 0.2743055555555556, 0.01953125, 0.04027777777777778]","[0.803125, 0.525, 0.084375, 0.09722222222222222]","[0.78671875, 0.6444444444444445, 0.0734375, 0.08888888888888889]","[0.37109375, 0.3659722222222222, 0.640625, 0.09861111111111111]","[0.361328125, 0.6291666666666667, 0.61171875, 0.08333333333333333]","[0.367578125, 0.5173611111111112, 0.62890625, 0.10138888888888889]"
hcgranchi_sicu_mon--326_2022_11_15_19_0_39.jpeg,"[0.767578125, 0.15555555555555556, 0.08359375, 0.09444444444444444]","[0.75390625, 0.27361111111111114, 0.0625, 0.06666666666666667]","[0.84921875, 0.2652777777777778, 0.040625, 0.06388888888888888]","[0.94453125, 0.25069444444444444, 0.0234375, 0.04027777777777778]","[0.753125, 0.5298611111111111, 0.0640625, 0.09583333333333334]","[0.750390625, 0.65, 0.05390625, 0.09444444444444444]","[0.330859375, 0.39375, 0.65078125, 0.12083333333333333]","[0.329296875, 0.6631944444444444, 0.64296875, 0.08194444444444444]","[0.33046875, 0.55625, 0.6453125, 0.11527777777777778]"
hcgranchi_sicu_mon--326_2022_11_22_10_1_8.jpeg,"[0.70625, 0.07430555555555556, 0.0609375, 0.08194444444444444]","[0.71015625, 0.17569444444444443, 0.053125, 0.059722222222222225]","[0.797265625, 0.17222222222222222, 0.03828125, 0.05277777777777778]","[0.882421875, 0.16041666666666668, 0.02265625, 0.029166666666666667]","[0.72578125, 0.39375, 0.078125, 0.09305555555555556]","[0.71875, 0.5041666666666667, 0.053125, 0.09166666666666666]","[0.327734375, 0.27708333333333335, 0.62890625, 0.09861111111111111]","[0.333984375, 0.4895833333333333, 0.58359375, 0.07916666666666666]","[0.33984375, 0.4076388888888889, 0.603125, 0.06805555555555555]"
hcgranchi_sicu_mon--326_2022_11_12_9_0_32.jpeg,"[0.783984375, 0.16041666666666668, 0.06484375, 0.09027777777777778]","[0.778515625, 0.27361111111111114, 0.05703125, 0.06666666666666667]","[0.876171875, 0.2743055555555556, 0.04140625, 0.059722222222222225]","[0.971875, 0.26319444444444445, 0.0234375, 0.034722222222222224]","[0.786328125, 0.5333333333333333, 0.08515625, 0.1]","[0.771484375, 0.6569444444444444, 0.06953125, 0.09444444444444444]","[0.358203125, 0.3798611111111111, 0.63671875, 0.08472222222222223]","[0.346875, 0.6534722222222222, 0.6484375, 0.0625]","[0.3453125, 0.5402777777777777, 0.6625, 0.09444444444444444]"
hcgranchi_sicu_mon--326_2022_11_14_13_0_45.jpeg,"[0.787890625, 0.15416666666666667, 0.08515625, 0.09444444444444444]","[0.771875, 0.26944444444444443, 0.05625, 0.06666666666666667]","[0.867578125, 0.2673611111111111, 0.03828125, 0.0625]","[0.961328125, 0.25416666666666665, 0.02578125, 0.044444444444444446]",,"[0.76953125, 0.6472222222222223, 0.06875, 0.10277777777777777]","[0.3421875, 0.3854166666666667, 0.6765625, 0.09027777777777778]","[0.34296875, 0.6513888888888889, 0.6578125, 0.08888888888888889]","[0.34296875, 0.5493055555555556, 0.6640625, 0.08194444444444444]"
hcgranchi_sicu_mon--326_2022_11_13_17_1_45.jpeg,"[0.795703125, 0.16875, 0.07578125, 0.09305555555555556]","[0.773828125, 0.27708333333333335, 0.04609375, 0.06805555555555555]","[0.875390625, 0.28125, 0.03828125, 0.05694444444444444]","[0.970703125, 0.27708333333333335, 0.02265625, 0.034722222222222224]","[0.783203125, 0.5222222222222223, 0.08203125, 0.09166666666666666]","[0.765625, 0.6430555555555556, 0.05, 0.09722222222222222]","[0.350390625, 0.36319444444444443, 0.63984375, 0.10972222222222222]","[0.34453125, 0.6138888888888889, 0.4515625, 0.10277777777777777]","[0.37265625, 0.5118055555555555, 0.603125, 0.08194444444444444]"
hcgranchi_sicu_mon--326_2022_11_22_6_30_47.jpeg,"[0.696875, 0.07291666666666667, 0.065625, 0.09583333333333334]",,"[0.791015625, 0.18125, 0.04609375, 0.06805555555555555]","[0.88046875, 0.16944444444444445, 0.025, 0.041666666666666664]",,"[0.69921875, 0.5138888888888888, 0.0515625, 0.09166666666666666]","[0.313671875, 0.27291666666666664, 0.60546875, 0.10694444444444444]","[0.31328125, 0.49166666666666664, 0.6, 0.1]",
hcgranchi_sicu_mon--326_2022_11_14_20_30_43.jpeg,"[0.78046875, 0.15416666666666667, 0.0828125, 0.09166666666666666]","[0.765625, 0.2625, 0.0578125, 0.06111111111111111]","[0.871875, 0.2673611111111111, 0.0578125, 0.06527777777777778]","[0.9625, 0.25416666666666665, 0.028125, 0.03611111111111111]","[0.780859375, 0.5118055555555555, 0.08203125, 0.09305555555555556]","[0.762890625, 0.6319444444444444, 0.05859375, 0.09722222222222222]","[0.36640625, 0.39166666666666666, 0.6390625, 0.1111111111111111]","[0.347265625, 0.6222222222222222, 0.63671875, 0.09444444444444444]","[0.340625, 0.5284722222222222, 0.671875, 0.06805555555555555]"
