image_name,HR,SBP,DBP,MAP,SPO2,RR,HR_W,RR_W,SPO2_W
charaklucknow_icu_mon--5_2022_11_3_0_15_55.jpeg,"[0.221484375, 0.22361111111111112, 0.18671875, 0.19166666666666668]","[0.0953125, 0.50625, 0.1296875, 0.09305555555555556]","[0.280078125, 0.5055555555555555, 0.09453125, 0.09444444444444444]","[0.17578125, 0.5916666666666667, 0.1109375, 0.058333333333333334]","[0.20625, 0.7673611111111112, 0.1546875, 0.1486111111111111]","[0.290625, 0.9541666666666667, 0.065625, 0.07222222222222222]","[0.60859375, 0.17847222222222223, 0.5203125, 0.22361111111111112]","[0.61875, 0.8340277777777778, 0.540625, 0.24583333333333332]","[0.6171875, 0.4326388888888889, 0.5375, 0.2763888888888889]"
charaklucknow_icu_mon--1_2022_10_22_4_15_1.jpeg,"[0.227734375, 0.2263888888888889, 0.18203125, 0.18055555555555555]","[0.116015625, 0.4979166666666667, 0.12734375, 0.09305555555555556]","[0.295703125, 0.4888888888888889, 0.09296875, 0.08888888888888889]","[0.197265625, 0.5756944444444444, 0.10703125, 0.059722222222222225]","[0.235546875, 0.7430555555555556, 0.13984375, 0.13055555555555556]","[0.3234375, 0.9180555555555555, 0.065625, 0.06944444444444445]","[0.601953125, 0.21388888888888888, 0.54140625, 0.10277777777777777]","[0.629296875, 0.7847222222222222, 0.54140625, 0.25]","[0.618359375, 0.5375, 0.53046875, 0.11388888888888889]"
charaklucknow_icu_mon--4_2022_10_25_4_15_56.jpeg,"[0.248046875, 0.19722222222222222, 0.17890625, 0.19166666666666668]","[0.112109375, 0.4722222222222222, 0.12109375, 0.09444444444444444]","[0.296484375, 0.4777777777777778, 0.09140625, 0.09166666666666666]","[0.19375, 0.5569444444444445, 0.10625, 0.06111111111111111]","[0.22109375, 0.7326388888888888, 0.1453125, 0.13472222222222222]","[0.292578125, 0.9201388888888888, 0.07578125, 0.07083333333333333]","[0.621484375, 0.23472222222222222, 0.54765625, 0.12222222222222222]","[0.61484375, 0.8944444444444445, 0.5390625, 0.11666666666666667]","[0.619921875, 0.5090277777777777, 0.53828125, 0.19583333333333333]"
charaklucknow_icu_mon--1_2022_10_25_5_15_1.jpeg,"[0.19453125, 0.22152777777777777, 0.253125, 0.1736111111111111]","[0.115625, 0.4895833333333333, 0.128125, 0.09027777777777778]","[0.29609375, 0.48333333333333334, 0.1, 0.08333333333333333]","[0.194921875, 0.5666666666666667, 0.10390625, 0.05277777777777778]","[0.226953125, 0.7354166666666667, 0.13671875, 0.12361111111111112]","[0.30546875, 0.9090277777777778, 0.0671875, 0.07083333333333333]","[0.615625, 0.23125, 0.5203125, 0.16527777777777777]","[0.620703125, 0.8319444444444445, 0.53359375, 0.13333333333333333]","[0.616796875, 0.5180555555555556, 0.52265625, 0.14444444444444443]"
charaklucknow_icu_mon--2_2022_10_22_2_15_29.jpeg,"[0.1765625, 0.20416666666666666, 0.253125, 0.18888888888888888]","[0.087890625, 0.4791666666666667, 0.12890625, 0.10555555555555556]","[0.265625, 0.48055555555555557, 0.09375, 0.10277777777777777]","[0.163671875, 0.5631944444444444, 0.10703125, 0.0625]","[0.19140625, 0.7416666666666667, 0.1453125, 0.14166666666666666]","[0.26484375, 0.9270833333333334, 0.0734375, 0.0763888888888889]","[0.601953125, 0.23125, 0.54140625, 0.1125]","[0.598828125, 0.8680555555555556, 0.53515625, 0.16111111111111112]","[0.603125, 0.5236111111111111, 0.5359375, 0.13055555555555556]"
charaklucknow_icu_mon--3_2022_10_21_11_15_27.jpeg,"[0.20078125, 0.24930555555555556, 0.24375, 0.18194444444444444]","[0.12890625, 0.5069444444444444, 0.121875, 0.08611111111111111]","[0.295703125, 0.5048611111111111, 0.08515625, 0.09027777777777778]","[0.20390625, 0.5819444444444445, 0.103125, 0.058333333333333334]","[0.2359375, 0.7416666666666667, 0.1375, 0.12777777777777777]","[0.312890625, 0.9125, 0.06953125, 0.06666666666666667]","[0.575390625, 0.25972222222222224, 0.49296875, 0.07222222222222222]","[0.611328125, 0.8194444444444444, 0.50546875, 0.15833333333333333]","[0.59921875, 0.5486111111111112, 0.5015625, 0.1361111111111111]"
charaklucknow_icu_mon--3_2022_10_27_1_15_36.jpeg,"[0.241015625, 0.24722222222222223, 0.17578125, 0.18611111111111112]","[0.118359375, 0.5145833333333333, 0.12890625, 0.09861111111111111]","[0.294921875, 0.5125, 0.09453125, 0.09166666666666666]","[0.1953125, 0.5930555555555556, 0.10625, 0.06111111111111111]","[0.223828125, 0.7618055555555555, 0.14921875, 0.14305555555555555]","[0.30234375, 0.9354166666666667, 0.0640625, 0.07361111111111111]","[0.61953125, 0.25833333333333336, 0.5109375, 0.11666666666666667]","[0.61796875, 0.8659722222222223, 0.51875, 0.14027777777777778]","[0.621875, 0.5368055555555555, 0.5125, 0.21805555555555556]"
charaklucknow_icu_mon--1_2022_11_1_10_15_1.jpeg,"[0.198828125, 0.22430555555555556, 0.25390625, 0.18194444444444444]","[0.141015625, 0.49027777777777776, 0.08984375, 0.09166666666666666]","[0.2953125, 0.49027777777777776, 0.0890625, 0.09166666666666666]","[0.200390625, 0.5708333333333333, 0.10546875, 0.05]","[0.2328125, 0.7388888888888889, 0.1375, 0.13055555555555556]","[0.3109375, 0.9104166666666667, 0.0703125, 0.06527777777777778]","[0.601171875, 0.24444444444444444, 0.52578125, 0.08888888888888889]","[0.616796875, 0.8541666666666666, 0.52109375, 0.1388888888888889]","[0.613671875, 0.5180555555555556, 0.51640625, 0.15555555555555556]"
charaklucknow_icu_mon--2_2022_10_23_13_15_18.jpeg,"[0.216015625, 0.21041666666666667, 0.24140625, 0.1875]","[0.14375, 0.48125, 0.084375, 0.09583333333333334]","[0.297265625, 0.4909722222222222, 0.09140625, 0.09305555555555556]","[0.198046875, 0.5666666666666667, 0.10390625, 0.058333333333333334]","[0.221875, 0.7416666666666667, 0.134375, 0.1388888888888889]","[0.29453125, 0.9291666666666667, 0.0625, 0.06944444444444445]","[0.628515625, 0.22777777777777777, 0.51171875, 0.16111111111111112]","[0.615234375, 0.8930555555555556, 0.50859375, 0.1111111111111111]","[0.625, 0.5291666666666667, 0.5078125, 0.28055555555555556]"
charaklucknow_icu_mon--6_2022_11_2_17_15_15.jpeg,"[0.2125, 0.2298611111111111, 0.184375, 0.18194444444444444]","[0.110546875, 0.5076388888888889, 0.09609375, 0.09583333333333334]","[0.275390625, 0.5, 0.09609375, 0.1]","[0.173828125, 0.5854166666666667, 0.11015625, 0.05416666666666667]","[0.20703125, 0.7576388888888889, 0.1484375, 0.14305555555555555]","[0.288671875, 0.9347222222222222, 0.07421875, 0.07222222222222222]","[0.59375, 0.23333333333333334, 0.5515625, 0.1111111111111111]","[0.608984375, 0.8548611111111111, 0.54609375, 0.14027777777777778]","[0.600390625, 0.5166666666666667, 0.54765625, 0.16666666666666666]"
charaklucknow_icu_mon--3_2022_11_1_17_15_42.jpeg,"[0.244140625, 0.2881944444444444, 0.14921875, 0.1625]","[0.148828125, 0.5326388888888889, 0.10859375, 0.08194444444444444]","[0.30703125, 0.5256944444444445, 0.08125, 0.08194444444444444]","[0.2234375, 0.5965277777777778, 0.0953125, 0.05694444444444444]","[0.25234375, 0.7486111111111111, 0.1203125, 0.11666666666666667]","[0.328515625, 0.9055555555555556, 0.05859375, 0.06111111111111111]","[0.584375, 0.2708333333333333, 0.4625, 0.12222222222222222]","[0.60078125, 0.825, 0.4703125, 0.15555555555555556]","[0.59453125, 0.5541666666666667, 0.4640625, 0.08611111111111111]"
charaklucknow_icu_mon--1_2022_11_6_21_15_1.jpeg,"[0.219140625, 0.23402777777777778, 0.18515625, 0.18472222222222223]","[0.086328125, 0.5111111111111111, 0.13203125, 0.09444444444444444]","[0.273828125, 0.5111111111111111, 0.09609375, 0.09444444444444444]","[0.167578125, 0.59375, 0.11015625, 0.05416666666666667]","[0.1953125, 0.76875, 0.146875, 0.13472222222222222]","[0.278125, 0.9513888888888888, 0.0671875, 0.06944444444444445]","[0.61171875, 0.22777777777777777, 0.5484375, 0.14444444444444443]","[0.6109375, 0.8972222222222223, 0.540625, 0.09166666666666666]","[0.621484375, 0.5256944444444445, 0.53046875, 0.22361111111111112]"
charaklucknow_icu_mon--2_2022_10_22_7_15_29.jpeg,"[0.204296875, 0.2111111111111111, 0.24609375, 0.18333333333333332]","[0.116015625, 0.47430555555555554, 0.12890625, 0.10138888888888889]","[0.2921875, 0.4826388888888889, 0.0953125, 0.08472222222222223]","[0.191015625, 0.5513888888888889, 0.11171875, 0.06944444444444445]","[0.1875, 0.7256944444444444, 0.196875, 0.1486111111111111]","[0.2875, 0.9083333333333333, 0.075, 0.075]","[0.6171875, 0.2298611111111111, 0.5375, 0.15694444444444444]","[0.608203125, 0.8861111111111111, 0.53359375, 0.125]","[0.61484375, 0.5222222222222223, 0.528125, 0.16944444444444445]"
charaklucknow_icu_mon--3_2022_10_25_22_15_24.jpeg,"[0.244140625, 0.24097222222222223, 0.17265625, 0.1736111111111111]","[0.128125, 0.4965277777777778, 0.1234375, 0.0875]","[0.296484375, 0.4930555555555556, 0.08671875, 0.08611111111111111]","[0.201953125, 0.56875, 0.10078125, 0.05138888888888889]","[0.201953125, 0.7298611111111111, 0.18671875, 0.12916666666666668]","[0.299609375, 0.8986111111111111, 0.06796875, 0.06388888888888888]","[0.596875, 0.25, 0.50625, 0.09444444444444444]","[0.6046875, 0.8083333333333333, 0.5015625, 0.18333333333333332]","[0.60234375, 0.5229166666666667, 0.5078125, 0.22361111111111112]"
charaklucknow_icu_mon--3_2022_10_23_10_15_44.jpeg,"[0.244921875, 0.23819444444444443, 0.16171875, 0.1736111111111111]","[0.12578125, 0.49444444444444446, 0.1234375, 0.09444444444444444]","[0.299609375, 0.5, 0.08828125, 0.09444444444444444]","[0.1984375, 0.5715277777777777, 0.1015625, 0.05694444444444444]","[0.220703125, 0.7395833333333334, 0.13671875, 0.1375]","[0.2875, 0.9138888888888889, 0.0703125, 0.07222222222222222]","[0.61953125, 0.25972222222222224, 0.5140625, 0.10833333333333334]","[0.609375, 0.8368055555555556, 0.490625, 0.17916666666666667]","[0.612109375, 0.5673611111111111, 0.49140625, 0.1736111111111111]"
charaklucknow_icu_mon--6_2022_11_2_15_15_15.jpeg,"[0.209765625, 0.22847222222222222, 0.18984375, 0.18472222222222223]","[0.10859375, 0.5083333333333333, 0.0921875, 0.09444444444444444]","[0.276171875, 0.5013888888888889, 0.09140625, 0.08888888888888889]","[0.172265625, 0.5875, 0.10859375, 0.058333333333333334]","[0.20625, 0.7611111111111111, 0.1484375, 0.1361111111111111]","[0.289453125, 0.9395833333333333, 0.07265625, 0.07083333333333333]","[0.59765625, 0.22430555555555556, 0.5578125, 0.11805555555555555]","[0.615234375, 0.8611111111111112, 0.54765625, 0.1527777777777778]","[0.610546875, 0.5215277777777778, 0.55078125, 0.15138888888888888]"
charaklucknow_icu_mon--1_2022_10_28_2_15_1.jpeg,"[0.23046875, 0.21805555555555556, 0.1625, 0.18333333333333332]","[0.124609375, 0.48194444444444445, 0.12421875, 0.09444444444444444]","[0.29765625, 0.4826388888888889, 0.0890625, 0.09305555555555556]","[0.2015625, 0.5625, 0.1015625, 0.05555555555555555]","[0.233984375, 0.7305555555555555, 0.14296875, 0.1361111111111111]","[0.31328125, 0.9076388888888889, 0.0734375, 0.06805555555555555]","[0.600390625, 0.2326388888888889, 0.52265625, 0.13472222222222222]","[0.623828125, 0.84375, 0.49765625, 0.12916666666666668]","[0.611328125, 0.51875, 0.51640625, 0.14305555555555555]"
charaklucknow_icu_mon--4_2022_10_25_1_15_46.jpeg,"[0.249609375, 0.2, 0.17890625, 0.18333333333333332]","[0.117578125, 0.4708333333333333, 0.12734375, 0.09444444444444444]","[0.2984375, 0.4756944444444444, 0.090625, 0.09305555555555556]","[0.1953125, 0.5534722222222223, 0.1078125, 0.05694444444444444]","[0.219140625, 0.7284722222222222, 0.14296875, 0.14305555555555555]","[0.2921875, 0.9097222222222222, 0.075, 0.075]","[0.6265625, 0.2263888888888889, 0.553125, 0.11388888888888889]","[0.620703125, 0.8736111111111111, 0.52109375, 0.1]","[0.6265625, 0.5041666666666667, 0.5265625, 0.2222222222222222]"
charaklucknow_icu_mon--3_2022_10_25_23_15_24.jpeg,"[0.2484375, 0.2375, 0.175, 0.17777777777777778]","[0.13515625, 0.4930555555555556, 0.121875, 0.09166666666666666]","[0.30234375, 0.49375, 0.0890625, 0.09027777777777778]","[0.20859375, 0.5659722222222222, 0.1046875, 0.0625]","[0.20703125, 0.7236111111111111, 0.1890625, 0.13333333333333333]","[0.30625, 0.8986111111111111, 0.0671875, 0.06666666666666667]","[0.609765625, 0.23958333333333334, 0.50390625, 0.1125]","[0.612890625, 0.7916666666666666, 0.50078125, 0.19166666666666668]","[0.610546875, 0.5145833333333333, 0.49296875, 0.25972222222222224]"
charaklucknow_icu_mon--2_2022_10_22_21_15_29.jpeg,"[0.220703125, 0.20416666666666666, 0.17734375, 0.19166666666666668]","[0.093359375, 0.47847222222222224, 0.12578125, 0.09861111111111111]","[0.27265625, 0.48333333333333334, 0.090625, 0.1]","[0.16953125, 0.5638888888888889, 0.10625, 0.06111111111111111]","[0.19609375, 0.7395833333333334, 0.140625, 0.14305555555555555]","[0.26875, 0.9256944444444445, 0.071875, 0.07083333333333333]","[0.605078125, 0.23055555555555557, 0.53359375, 0.14444444444444443]","[0.598046875, 0.9034722222222222, 0.53515625, 0.08194444444444444]","[0.6, 0.5180555555555556, 0.5390625, 0.2361111111111111]"
charaklucknow_icu_mon--2_2022_10_25_7_15_36.jpeg,"[0.232421875, 0.21666666666666667, 0.16015625, 0.19444444444444445]","[0.108984375, 0.4888888888888889, 0.11328125, 0.09444444444444444]","[0.2859375, 0.49444444444444446, 0.090625, 0.09722222222222222]","[0.1875, 0.5708333333333333, 0.1046875, 0.058333333333333334]","[0.18203125, 0.7479166666666667, 0.196875, 0.1486111111111111]","[0.283203125, 0.9340277777777778, 0.06015625, 0.0763888888888889]","[0.610546875, 0.21666666666666667, 0.53046875, 0.175]","[0.597265625, 0.8923611111111112, 0.51640625, 0.09027777777777778]","[0.608984375, 0.5527777777777778, 0.51640625, 0.10833333333333334]"
charaklucknow_icu_mon--3_2022_10_25_21_15_24.jpeg,"[0.240625, 0.23680555555555555, 0.171875, 0.16805555555555557]","[0.12578125, 0.4951388888888889, 0.1203125, 0.0875]","[0.296875, 0.49236111111111114, 0.0875, 0.08472222222222223]","[0.2, 0.5708333333333333, 0.1015625, 0.05277777777777778]","[0.199609375, 0.7291666666666666, 0.18671875, 0.125]","[0.299609375, 0.9006944444444445, 0.06640625, 0.06805555555555555]","[0.598046875, 0.24583333333333332, 0.51015625, 0.11388888888888889]","[0.611328125, 0.8013888888888889, 0.50078125, 0.19722222222222222]","[0.604296875, 0.5347222222222222, 0.49765625, 0.15833333333333333]"
charaklucknow_icu_mon--2_2022_10_26_6_15_13.jpeg,"[0.23046875, 0.2, 0.1796875, 0.18888888888888888]","[0.28203125, 0.48125, 0.090625, 0.10138888888888889]",,"[0.181640625, 0.5576388888888889, 0.10390625, 0.05694444444444444]","[0.1796875, 0.7291666666666666, 0.196875, 0.14444444444444443]","[0.282421875, 0.91875, 0.07265625, 0.07361111111111111]","[0.612109375, 0.19305555555555556, 0.53828125, 0.20555555555555555]","[0.608203125, 0.8097222222222222, 0.53046875, 0.29444444444444445]","[0.610546875, 0.5194444444444445, 0.53359375, 0.225]"
charaklucknow_icu_mon--5_2022_11_6_13_15_58.jpeg,"[0.18125, 0.23125, 0.2546875, 0.19027777777777777]","[0.102734375, 0.525, 0.12890625, 0.1]","[0.278515625, 0.5145833333333333, 0.09296875, 0.09861111111111111]","[0.18125, 0.6034722222222222, 0.1046875, 0.059722222222222225]","[0.211328125, 0.7819444444444444, 0.13984375, 0.14444444444444443]","[0.289453125, 0.9652777777777778, 0.07109375, 0.06666666666666667]","[0.60546875, 0.2965277777777778, 0.49375, 0.2763888888888889]","[0.60390625, 0.80625, 0.50625, 0.3125]","[0.600390625, 0.5548611111111111, 0.49765625, 0.16527777777777777]"
charaklucknow_icu_mon--3_2022_11_9_8_15_20.jpeg,"[0.2421875, 0.2847222222222222, 0.1515625, 0.1638888888888889]","[0.14609375, 0.5340277777777778, 0.115625, 0.08472222222222223]","[0.305859375, 0.5243055555555556, 0.08046875, 0.08194444444444444]","[0.217578125, 0.6020833333333333, 0.09296875, 0.05694444444444444]","[0.219140625, 0.7541666666666667, 0.18515625, 0.12777777777777777]","[0.31953125, 0.9097222222222222, 0.0640625, 0.06111111111111111]","[0.584375, 0.2847222222222222, 0.4765625, 0.09444444444444444]","[0.60078125, 0.7993055555555556, 0.475, 0.20694444444444443]","[0.59609375, 0.525, 0.4765625, 0.21944444444444444]"
charaklucknow_icu_mon--4_2022_10_23_4_15_59.jpeg,"[0.246484375, 0.20833333333333334, 0.17890625, 0.18611111111111112]","[0.127734375, 0.4909722222222222, 0.12890625, 0.09583333333333334]","[0.2984375, 0.4909722222222222, 0.0859375, 0.09861111111111111]","[0.2046875, 0.5729166666666666, 0.10625, 0.05416666666666667]","[0.234765625, 0.7479166666666667, 0.13984375, 0.13194444444444445]","[0.310546875, 0.9361111111111111, 0.07109375, 0.075]","[0.615625, 0.24722222222222223, 0.5484375, 0.13333333333333333]","[0.64140625, 0.8833333333333333, 0.515625, 0.1361111111111111]","[0.6328125, 0.5298611111111111, 0.515625, 0.17083333333333334]"
charaklucknow_icu_mon--3_2022_10_24_11_15_30.jpeg,"[0.254296875, 0.23958333333333334, 0.17734375, 0.1763888888888889]","[0.126953125, 0.49375, 0.12421875, 0.09583333333333334]","[0.301953125, 0.49930555555555556, 0.08828125, 0.09027777777777778]","[0.201171875, 0.56875, 0.10703125, 0.06527777777777778]","[0.226953125, 0.7305555555555555, 0.14609375, 0.13055555555555556]","[0.291796875, 0.9034722222222222, 0.07109375, 0.07083333333333333]","[0.625390625, 0.27152777777777776, 0.51328125, 0.10694444444444444]","[0.6125, 0.8180555555555555, 0.5, 0.20277777777777778]","[0.620703125, 0.54375, 0.50078125, 0.13472222222222222]"
charaklucknow_icu_mon--3_2022_11_9_10_15_19.jpeg,"[0.258984375, 0.3, 0.16328125, 0.1638888888888889]","[0.1578125, 0.5361111111111111, 0.1171875, 0.08611111111111111]","[0.317578125, 0.5277777777777778, 0.08515625, 0.07777777777777778]","[0.22890625, 0.6027777777777777, 0.096875, 0.05277777777777778]","[0.260546875, 0.7465277777777778, 0.12890625, 0.11527777777777778]","[0.331640625, 0.8986111111111111, 0.06796875, 0.06388888888888888]","[0.594140625, 0.3020833333333333, 0.47265625, 0.09583333333333334]","[0.61171875, 0.8430555555555556, 0.4625, 0.08611111111111111]","[0.594921875, 0.5256944444444445, 0.46796875, 0.18472222222222223]"
charaklucknow_icu_mon--3_2022_11_8_14_15_50.jpeg,"[0.209375, 0.2722222222222222, 0.2328125, 0.16944444444444445]","[0.1390625, 0.5236111111111111, 0.11875, 0.08888888888888889]","[0.303125, 0.5159722222222223, 0.0890625, 0.09027777777777778]","[0.212890625, 0.5923611111111111, 0.09921875, 0.05416666666666667]","[0.244921875, 0.7409722222222223, 0.13359375, 0.12083333333333333]","[0.318359375, 0.8972222222222223, 0.06796875, 0.06111111111111111]","[0.58515625, 0.28125, 0.4828125, 0.09027777777777778]","[0.598046875, 0.8125, 0.48046875, 0.15555555555555556]","[0.595703125, 0.5347222222222222, 0.48046875, 0.13055555555555556]"
charaklucknow_icu_mon--3_2022_10_25_20_15_24.jpeg,"[0.244140625, 0.2375, 0.17109375, 0.175]","[0.14453125, 0.49444444444444446, 0.0859375, 0.08611111111111111]","[0.294140625, 0.4930555555555556, 0.08671875, 0.08888888888888889]","[0.201171875, 0.56875, 0.10234375, 0.05138888888888889]","[0.19921875, 0.73125, 0.1890625, 0.12361111111111112]","[0.29921875, 0.9, 0.06875, 0.06388888888888888]","[0.598046875, 0.2513888888888889, 0.52109375, 0.125]","[0.603125, 0.7951388888888888, 0.515625, 0.20972222222222223]","[0.598828125, 0.5145833333333333, 0.51640625, 0.21805555555555556]"
charaklucknow_icu_mon--6_2022_11_1_18_15_16.jpeg,"[0.18046875, 0.2388888888888889, 0.2578125, 0.18611111111111112]","[0.096484375, 0.5152777777777777, 0.12890625, 0.09166666666666666]","[0.27890625, 0.5083333333333333, 0.0890625, 0.09166666666666666]","[0.176953125, 0.5902777777777778, 0.10703125, 0.058333333333333334]","[0.208984375, 0.7569444444444444, 0.14140625, 0.14166666666666666]","[0.290625, 0.9340277777777778, 0.0734375, 0.06805555555555555]","[0.601171875, 0.2388888888888889, 0.54609375, 0.11666666666666667]","[0.609375, 0.8673611111111111, 0.540625, 0.12916666666666668]","[0.6078125, 0.5326388888888889, 0.5375, 0.21805555555555556]"
charaklucknow_icu_mon--4_2022_10_27_15_15_47.jpeg,"[0.2515625, 0.20069444444444445, 0.1828125, 0.18194444444444444]","[0.121484375, 0.46875, 0.12578125, 0.09583333333333334]","[0.2984375, 0.47638888888888886, 0.0890625, 0.09444444444444444]","[0.1953125, 0.5534722222222223, 0.10625, 0.05694444444444444]","[0.216796875, 0.7236111111111111, 0.13984375, 0.13333333333333333]","[0.287890625, 0.9125, 0.06328125, 0.06944444444444445]","[0.623046875, 0.22152777777777777, 0.50546875, 0.19305555555555556]","[0.6, 0.8465277777777778, 0.503125, 0.15138888888888888]","[0.609765625, 0.5694444444444444, 0.50390625, 0.2]"
charaklucknow_icu_mon--2_2022_10_25_22_15_13.jpeg,"[0.169921875, 0.20833333333333334, 0.23828125, 0.18055555555555555]","[0.091015625, 0.48055555555555557, 0.12890625, 0.1]","[0.26875, 0.48541666666666666, 0.090625, 0.09305555555555556]","[0.16796875, 0.5645833333333333, 0.1046875, 0.059722222222222225]","[0.196484375, 0.7388888888888889, 0.14140625, 0.1361111111111111]","[0.270703125, 0.9256944444444445, 0.07265625, 0.07361111111111111]","[0.59296875, 0.16944444444444445, 0.5484375, 0.24444444444444444]","[0.591796875, 0.8916666666666667, 0.54296875, 0.1111111111111111]","[0.591796875, 0.5451388888888888, 0.54609375, 0.1875]"
charaklucknow_icu_mon--2_2022_10_23_6_15_31.jpeg,"[0.197265625, 0.20555555555555555, 0.24921875, 0.18611111111111112]","[0.126171875, 0.4777777777777778, 0.08359375, 0.08888888888888889]","[0.2828125, 0.48333333333333334, 0.0890625, 0.09444444444444444]","[0.182421875, 0.5638888888888889, 0.10390625, 0.058333333333333334]","[0.2078125, 0.7430555555555556, 0.1359375, 0.1388888888888889]","[0.27578125, 0.9263888888888889, 0.0640625, 0.075]","[0.601171875, 0.22916666666666666, 0.50546875, 0.1527777777777778]","[0.595703125, 0.9, 0.51328125, 0.10833333333333334]","[0.604296875, 0.53125, 0.51640625, 0.13472222222222222]"
charaklucknow_icu_mon--1_2022_10_21_11_15_1.jpeg,"[0.235546875, 0.22708333333333333, 0.17109375, 0.1763888888888889]","[0.119140625, 0.49444444444444446, 0.12578125, 0.08611111111111111]","[0.29453125, 0.49027777777777776, 0.0859375, 0.08611111111111111]","[0.197265625, 0.5736111111111111, 0.10234375, 0.05555555555555555]","[0.230078125, 0.7381944444444445, 0.13984375, 0.12916666666666668]","[0.3125, 0.9131944444444444, 0.0625, 0.06527777777777778]","[0.606640625, 0.1798611111111111, 0.52109375, 0.2152777777777778]","[0.62578125, 0.8375, 0.515625, 0.11388888888888889]","[0.618359375, 0.49930555555555556, 0.51015625, 0.18472222222222223]"
charaklucknow_icu_mon--3_2022_10_23_12_15_44.jpeg,"[0.25390625, 0.23472222222222222, 0.1765625, 0.17777777777777778]","[0.123828125, 0.4930555555555556, 0.12578125, 0.08333333333333333]","[0.2953125, 0.4986111111111111, 0.08125, 0.09444444444444444]","[0.19765625, 0.5722222222222222, 0.10625, 0.058333333333333334]","[0.219140625, 0.7375, 0.13984375, 0.13055555555555556]","[0.286328125, 0.9076388888888889, 0.06796875, 0.06805555555555555]","[0.616015625, 0.2659722222222222, 0.52578125, 0.09583333333333334]","[0.59453125, 0.8291666666666667, 0.5078125, 0.18888888888888888]","[0.602734375, 0.5576388888888889, 0.51796875, 0.09027777777777778]"
charaklucknow_icu_mon--2_2022_10_24_8_15_19.jpeg,"[0.212109375, 0.20833333333333334, 0.24140625, 0.19444444444444445]","[0.139453125, 0.4798611111111111, 0.08203125, 0.09583333333333334]","[0.294140625, 0.4875, 0.08828125, 0.09722222222222222]","[0.1953125, 0.5680555555555555, 0.103125, 0.06111111111111111]","[0.219921875, 0.7458333333333333, 0.13515625, 0.14444444444444443]","[0.289453125, 0.9333333333333333, 0.07109375, 0.075]","[0.616015625, 0.23680555555555555, 0.51640625, 0.17083333333333334]","[0.605859375, 0.9013888888888889, 0.52109375, 0.1111111111111111]","[0.607421875, 0.5444444444444444, 0.50859375, 0.14444444444444443]"
charaklucknow_icu_mon--1_2022_11_2_16_15_4.jpeg,"[0.191015625, 0.22847222222222222, 0.24453125, 0.1736111111111111]","[0.11875, 0.49444444444444446, 0.1265625, 0.09166666666666666]","[0.289453125, 0.49236111111111114, 0.08515625, 0.0875]","[0.194921875, 0.5708333333333333, 0.10078125, 0.05277777777777778]","[0.228515625, 0.7381944444444445, 0.13984375, 0.13194444444444445]","[0.30625, 0.9118055555555555, 0.06875, 0.06527777777777778]","[0.596875, 0.2375, 0.515625, 0.1]","[0.615625, 0.8423611111111111, 0.5203125, 0.1625]","[0.604296875, 0.5194444444444445, 0.52265625, 0.2]"
charaklucknow_icu_mon--5_2022_11_6_11_16_2.jpeg,,"[0.101953125, 0.5243055555555556, 0.12421875, 0.09583333333333334]","[0.278515625, 0.5166666666666667, 0.08984375, 0.09722222222222222]","[0.18046875, 0.6034722222222222, 0.1046875, 0.0625]","[0.212109375, 0.7840277777777778, 0.13828125, 0.14305555555555555]","[0.290625, 0.9659722222222222, 0.0703125, 0.06527777777777778]","[0.598046875, 0.2881944444444444, 0.51796875, 0.26805555555555555]","[0.61171875, 0.8145833333333333, 0.50625, 0.31805555555555554]","[0.59921875, 0.5298611111111111, 0.515625, 0.22361111111111112]"
charaklucknow_icu_mon--2_2022_11_5_0_15_33.jpeg,"[0.23046875, 0.25, 0.1796875, 0.16944444444444445]","[0.105859375, 0.5048611111111111, 0.12734375, 0.09027777777777778]","[0.27890625, 0.5013888888888889, 0.0890625, 0.08611111111111111]","[0.18046875, 0.5770833333333333, 0.10625, 0.059722222222222225]","[0.20546875, 0.7388888888888889, 0.140625, 0.13055555555555556]","[0.27421875, 0.9083333333333333, 0.065625, 0.06666666666666667]","[0.61328125, 0.22430555555555556, 0.5203125, 0.24027777777777778]","[0.598046875, 0.8784722222222222, 0.51796875, 0.08194444444444444]","[0.608984375, 0.5402777777777777, 0.51796875, 0.14722222222222223]"
charaklucknow_icu_mon--3_2022_10_22_9_15_41.jpeg,"[0.230078125, 0.2465277777777778, 0.17265625, 0.1763888888888889]","[0.120703125, 0.5055555555555555, 0.12109375, 0.08888888888888889]","[0.290234375, 0.50625, 0.08828125, 0.09027777777777778]","[0.19609375, 0.58125, 0.1015625, 0.05416666666666667]","[0.229296875, 0.7451388888888889, 0.13828125, 0.12638888888888888]","[0.3046875, 0.9159722222222222, 0.06875, 0.06527777777777778]","[0.589453125, 0.2652777777777778, 0.52578125, 0.09444444444444444]","[0.60546875, 0.8638888888888889, 0.5140625, 0.08055555555555556]","[0.59609375, 0.5548611111111111, 0.515625, 0.12916666666666668]"
